sample_ID,ASV Table,Site,Group-Analyses,WaterType,Region,Region2,Habitat,Location,Description,Partner,year_month_day,year,month,day,lat,long,Event_ID,Treatment,Field_Blank,Extraction_Blank,PCR_Blank,Date.of.extraction,PCR_Plate,MiSeq.Run
ICOE1571,ICOE1571,Calvert-KC10,Calvert-KC10,Marine,Central Coast,Central Coast,Offshore,"KC10 Oceanography Site, Kwakshua Channel, Calvert Island, Central Coast",offshore where Kwakshua Channel meets Fitz Hugh Sound,Hakai,2021_8_6,2021,8,6,51.65,-127.9518,CalvertKC10_2021_8_6,Sample,ICOE1570,ICOXN094,PCR_NEG4_11_12_13,2021-10-06,13,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1572,ICOE1572,Calvert-KC10,Calvert-KC10,Marine,Central Coast,Central Coast,Offshore,"KC10 Oceanography Site, Kwakshua Channel, Calvert Island, Central Coast",offshore where Kwakshua Channel meets Fitz Hugh Sound,Hakai,2021_8_6,2021,8,6,51.65,-127.9518,CalvertKC10_2021_8_6,Sample,ICOE1570,ICOXN094,PCR_NEG4_11_12_13,2021-10-06,13,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1573,ICOE1573,Calvert-KC10,Calvert-KC10,Marine,Central Coast,Central Coast,Offshore,"KC10 Oceanography Site, Kwakshua Channel, Calvert Island, Central Coast",offshore where Kwakshua Channel meets Fitz Hugh Sound,Hakai,2021_8_6,2021,8,6,51.65,-127.9518,CalvertKC10_2021_8_6,Sample,ICOE1570,ICOXN095,PCR_NEG4_11_12_13,2021-10-07,13,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE0414,ICOE0414,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2019_11_23,2019,11,23,51.6574481,-128.1489274,CalvertWestBeach_2019_11_23,Sample,ICOE0417,ICOXN029,NEG_PLATE4,2020-03-11,4,12S_Run_ICO_Plates3&4_20210331
ICOE0415,ICOE0415,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2019_11_23,2019,11,23,51.6574481,-128.1489274,CalvertWestBeach_2019_11_23,Sample,ICOE0417,ICOXN029,NEG_PLATE4,2020-03-11,4,12S_Run_ICO_Plates3&4_20210331
ICOE0416,ICOE0416,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2019_11_23,2019,11,23,51.6574481,-128.1489274,CalvertWestBeach_2019_11_23,Sample,ICOE0417,ICOXN029,NEG_PLATE4,2020-03-11,4,12S_Run_ICO_Plates3&4_20210331
ICOE0248,ICOE0248,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2019_8_8,2019,8,8,51.6574481,-128.1489274,CalvertWestBeach_2019_8_8,Sample,ICOE0247,ICOXN012,NEG_PLATE1,2019-11-13,1,12S_RunV3_ICO_plates_1_2_20210221
ICOE0249,ICOE0249,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2019_8_8,2019,8,8,51.6574481,-128.1489274,CalvertWestBeach_2019_8_8,Sample,ICOE0247,ICOXN012,NEG_PLATE1,2019-11-13,1,12S_RunV3_ICO_plates_1_2_20210221
ICOE0250,ICOE0250,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2019_8_8,2019,8,8,51.6574481,-128.1489274,CalvertWestBeach_2019_8_8,Sample,ICOE0247,ICOXN012,NEG_PLATE1,2019-11-13,1,12S_RunV3_ICO_plates_1_2_20210221
ICOE0300,ICOE0300,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2019_9_4,2019,9,4,51.6574481,-128.1489274,CalvertWestBeach_2019_9_4,Sample,ICOE0299,ICOXN017,NEG_PLATE1,2019-11-25,1,12S_RunV3_ICO_plates_1_2_20210221
ICOE0301,ICOE0301,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2019_9_4,2019,9,4,51.6574481,-128.1489274,CalvertWestBeach_2019_9_4,Sample,ICOE0299,ICOXN017,NEG_PLATE1,2019-11-25,1,12S_RunV3_ICO_plates_1_2_20210221
ICOE0302,ICOE0302,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2019_9_4,2019,9,4,51.6574481,-128.1489274,CalvertWestBeach_2019_9_4,Sample,ICOE0299,ICOXN017,NEG_PLATE1,2019-11-25,1,12S_RunV3_ICO_plates_1_2_20210221
ICOE0841,ICOE0841,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_10_6,2020,10,6,51.6574481,-128.1489274,CalvertWestBeach_2020_10_6,Sample,ICOE0842,ICOXN055,NEG_PLATE7,2021-04-07,7,12S_ICO_plates5_6_7_ReRun20210612
ICOE0843,ICOE0843,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_10_6,2020,10,6,51.6574481,-128.1489274,CalvertWestBeach_2020_10_6,Sample,ICOE0842,ICOXN055,NEG_PLATE7,2021-04-07,7,12S_ICO_plates5_6_7_ReRun20210612
ICOE0844,ICOE0844,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_10_6,2020,10,6,51.6574481,-128.1489274,CalvertWestBeach_2020_10_6,Sample,ICOE0842,ICOXN055,NEG_PLATE7,2021-04-07,7,12S_ICO_plates5_6_7_ReRun20210612
ICOE0947,ICOE0947,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_11_2,2020,11,2,51.6574481,-128.1489274,CalvertWestBeach_2020_11_2,Sample,ICOE0946,ICOXN060,NEG_PLATE8,2021-04-22,8,12S_ICO_plates8_9_10_Run20210916
ICOE0948,ICOE0948,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_11_2,2020,11,2,51.6574481,-128.1489274,CalvertWestBeach_2020_11_2,Sample,ICOE0946,ICOXN060,NEG_PLATE8,2021-04-22,8,12S_ICO_plates8_9_10_Run20210916
ICOE0949,ICOE0949,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_11_2,2020,11,2,51.6574481,-128.1489274,CalvertWestBeach_2020_11_2,Sample,ICOE0946,ICOXN060,NEG_PLATE8,2021-04-22,8,12S_ICO_plates8_9_10_Run20210916
ICOE0463,ICOE0463,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_2_14,2020,2,14,51.6574481,-128.1489274,CalvertWestBeach_2020_2_14,Sample,ICOE0462,ICONX034,NEG_PLATE4,2020-07-06,4,12S_Run_ICO_Plates3&4_20210331
ICOE0464,ICOE0464,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_2_14,2020,2,14,51.6574481,-128.1489274,CalvertWestBeach_2020_2_14,Sample,ICOE0462,ICONX034,NEG_PLATE4,2020-07-06,4,12S_Run_ICO_Plates3&4_20210331
ICOE0465,ICOE0465,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_2_14,2020,2,14,51.6574481,-128.1489274,CalvertWestBeach_2020_2_14,Sample,ICOE0462,ICONX034,NEG_PLATE4,2020-07-06,4,12S_Run_ICO_Plates3&4_20210331
ICOE0503,ICOE0503,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_5_3,2020,5,3,51.6574481,-128.1489274,CalvertWestBeach_2020_5_3,Sample,ICOE0502,ICOXN043,NEG_PLATE5,2021-02-10,5,12S_ICO_plates5_6_7_ReRun20210612
ICOE0504,ICOE0504,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_5_3,2020,5,3,51.6574481,-128.1489274,CalvertWestBeach_2020_5_3,Sample,ICOE0502,ICOXN043,NEG_PLATE5,2021-02-10,5,12S_ICO_plates5_6_7_ReRun20210612
ICOE0505,ICOE0505,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_5_3,2020,5,3,51.6574481,-128.1489274,CalvertWestBeach_2020_5_3,Sample,ICOE0502,ICOXN043,NEG_PLATE5,2021-02-10,5,12S_ICO_plates5_6_7_ReRun20210612
ICOE0575,ICOE0575,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_6_9,2020,6,9,51.6574481,-128.1489274,CalvertWestBeach_2020_6_9,Sample,ICOE0574,ICOXN048,NEG_PLATE5,2021-03-10,5,12S_ICO_plates5_6_7_ReRun20210612
ICOE0576,ICOE0576,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_6_9,2020,6,9,51.6574481,-128.1489274,CalvertWestBeach_2020_6_9,Sample,ICOE0574,ICOXN048,NEG_PLATE5,2021-03-10,5,12S_ICO_plates5_6_7_ReRun20210612
ICOE0577,ICOE0577,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_6_9,2020,6,9,51.6574481,-128.1489274,CalvertWestBeach_2020_6_9,Sample,ICOE0574,ICOXN048,NEG_PLATE5,2021-03-10,5,12S_ICO_plates5_6_7_ReRun20210612
ICOE0626,ICOE0626,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_7_23,2020,7,23,51.6574481,-128.1489274,CalvertWestBeach_2020_7_23,Sample,ICOE0629,ICOXN046,NEG_PLATE5,2021-02-25,5,12S_ICO_plates5_6_7_ReRun20210612
ICOE0627,ICOE0627,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_7_23,2020,7,23,51.6574481,-128.1489274,CalvertWestBeach_2020_7_23,Sample,ICOE0629,ICOXN046,NEG_PLATE5,2021-02-25,5,12S_ICO_plates5_6_7_ReRun20210612
ICOE0628,ICOE0628,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_7_23,2020,7,23,51.6574481,-128.1489274,CalvertWestBeach_2020_7_23,Sample,ICOE0629,ICOXN046,NEG_PLATE5,2021-02-25,5,12S_ICO_plates5_6_7_ReRun20210612
ICOE0709,ICOE0709,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_8_11,2020,8,11,51.6574481,-128.1489274,CalvertWestBeach_2020_8_11,Sample,ICOE0708,ICOXN049,NEG_PLATE6,2021-03-11,6,12S_ICO_plates5_6_7_ReRun20210612
ICOE0710,ICOE0710,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_8_11,2020,8,11,51.6574481,-128.1489274,CalvertWestBeach_2020_8_11,Sample,ICOE0708,ICOXN049,NEG_PLATE6,2021-03-11,6,12S_ICO_plates5_6_7_ReRun20210612
ICOE0711,ICOE0711,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_8_11,2020,8,11,51.6574481,-128.1489274,CalvertWestBeach_2020_8_11,Sample,ICOE0708,ICOXN049,NEG_PLATE6,2021-03-11,6,12S_ICO_plates5_6_7_ReRun20210612
ICOE0790,ICOE0790,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_9_6,2020,9,6,51.6574481,-128.1489274,CalvertWestBeach_2020_9_6,Sample,ICOE0789,ICOXN051,NEG_PLATE7,2021-03-23,7,12S_ICO_plates5_6_7_ReRun20210612
ICOE0791,ICOE0791,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_9_6,2020,9,6,51.6574481,-128.1489274,CalvertWestBeach_2020_9_6,Sample,ICOE0789,ICOXN052,NEG_PLATE7,2021-03-24,7,12S_ICO_plates5_6_7_ReRun20210612
ICOE0792,ICOE0792,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2020_9_6,2020,9,6,51.6574481,-128.1489274,CalvertWestBeach_2020_9_6,Sample,ICOE0789,ICOXN052,NEG_PLATE7,2021-03-24,7,12S_ICO_plates5_6_7_ReRun20210612
ICOE1072,ICOE1072,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_1_15,2021,1,15,51.6574481,-128.1489274,CalvertWestBeach_2021_1_15,Sample,DUMMY,ICOXN067,NEG_PLATE9,2021-05-13,9,12S_ICO_plates8_9_10_Run20210916
ICOE1073,ICOE1073,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_1_15,2021,1,15,51.6574481,-128.1489274,CalvertWestBeach_2021_1_15,Sample,DUMMY,ICOXN067,NEG_PLATE9,2021-05-13,9,12S_ICO_plates8_9_10_Run20210916
ICOE1075,ICOE1075,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_1_15,2021,1,15,51.6574481,-128.1489274,CalvertWestBeach_2021_1_15,Sample,DUMMY,ICOXN067,NEG_PLATE9,2021-05-13,9,12S_ICO_plates8_9_10_Run20210916
ICOE0990,ICOE0990,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_2_9,2021,2,9,51.6574481,-128.1489274,CalvertWestBeach_2021_2_9,Sample,ICOE0989,ICOXN071,NEG_PLATE8,2021-06-02,8,12S_ICO_plates8_9_10_Run20210916
ICOE1118,ICOE1118,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_2_9,2021,2,9,51.6574481,-128.1489274,CalvertWestBeach_2021_2_9,Sample,ICOE0989,ICOXN071,NEG_PLATE9,2021-06-02,9,12S_ICO_plates8_9_10_Run20210916
ICOE1134,ICOE1134,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_2_9,2021,2,9,51.6574481,-128.1489274,CalvertWestBeach_2021_2_9,Sample,ICOE0989,ICOXN071,NEG_PLATE10,2021-06-02,10,12S_ICO_plates8_9_10_Run20210916
ICOE1218,ICOE1218,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_3_16,2021,3,16,51.6574481,-128.1489274,CalvertWestBeach_2021_3_16,Sample,ICOE1217,ICOXN076,NEG_PLATE10,2021-07-07,10,12S_ICO_plates8_9_10_Run20210916
ICOE1219,ICOE1219,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_3_16,2021,3,16,51.6574481,-128.1489274,CalvertWestBeach_2021_3_16,Sample,ICOE1217,ICOXN076,NEG_PLATE10,2021-07-07,10,12S_ICO_plates8_9_10_Run20210916
ICOE1220,ICOE1220,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_3_16,2021,3,16,51.6574481,-128.1489274,CalvertWestBeach_2021_3_16,Sample,ICOE1217,ICOXN076,NEG_PLATE10,2021-07-07,10,12S_ICO_plates8_9_10_Run20210916
ICOE1286,ICOE1286,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_4_9,2021,4,9,51.6574481,-128.1489274,CalvertWestBeach_2021_4_9,Sample,ICOE1285,ICOXN078,NEG_PLATE10,2021-07-09,10,12S_ICO_plates8_9_10_Run20210916
ICOE1287,ICOE1287,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_4_9,2021,4,9,51.6574481,-128.1489274,CalvertWestBeach_2021_4_9,Sample,ICOE1285,ICOXN078,PCR_NEG2_11_12_13,2021-07-09,11,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1288,ICOE1288,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_4_9,2021,4,9,51.6574481,-128.1489274,CalvertWestBeach_2021_4_9,Sample,ICOE1285,ICOXN078,PCR_NEG2_11_12_13,2021-07-09,11,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1338,ICOE1338,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_5_8,2021,5,8,51.6574481,-128.1489274,CalvertWestBeach_2021_5_8,Sample,ICOE1337,ICOXN082,PCR_NEG2_11_12_13,2021-07-23,11,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1339,ICOE1339,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_5_8,2021,5,8,51.6574481,-128.1489274,CalvertWestBeach_2021_5_8,Sample,ICOE1337,ICOXN082,PCR_NEG2_11_12_13,2021-07-23,11,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1340,ICOE1340,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_5_8,2021,5,8,51.6574481,-128.1489274,CalvertWestBeach_2021_5_8,Sample,ICOE1337,ICOXN083,PCR_NEG3_11_12_13,2021-07-30,12,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1413,ICOE1413,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_6_8,2021,6,8,51.6574481,-128.1489274,CalvertWestBeach_2021_6_8,Sample,ICOE1416,ICOXN086,PCR_NEG3_11_12_13,2021-08-13,12,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1414,ICOE1414,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_6_8,2021,6,8,51.6574481,-128.1489274,CalvertWestBeach_2021_6_8,Sample,ICOE1416,ICOXN086,PCR_NEG3_11_12_13,2021-08-13,12,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1415,ICOE1415,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_6_8,2021,6,8,51.6574481,-128.1489274,CalvertWestBeach_2021_6_8,Sample,ICOE1416,ICOXN086,PCR_NEG3_11_12_13,2021-08-13,12,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1484,ICOE1484,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_7_7,2021,7,7,51.6574481,-128.1489274,CalvertWestBeach_2021_7_7,Sample,ICOE1487,ICOXN091,PCR_NEG4_11_12_13,2021-09-15,13,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1485,ICOE1485,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_7_7,2021,7,7,51.6574481,-128.1489274,CalvertWestBeach_2021_7_7,Sample,ICOE1487,ICOXN091,PCR_NEG4_11_12_13,2021-09-15,13,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1486,ICOE1486,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_7_7,2021,7,7,51.6574481,-128.1489274,CalvertWestBeach_2021_7_7,Sample,ICOE1487,ICOXN091,PCR_NEG4_11_12_13,2021-09-15,13,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1567,ICOE1567,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_8_8,2021,8,8,51.6574481,-128.1489274,CalvertWestBeach_2021_8_8,Sample,ICOE1566,ICOXN095,PCR_NEG4_11_12_13,2021-10-07,13,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1568,ICOE1568,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_8_8,2021,8,8,51.6574481,-128.1489274,CalvertWestBeach_2021_8_8,Sample,ICOE1566,ICOXN095,PCR_NEG4_11_12_13,2021-10-07,13,12S_ICO_Plates11_12_13_blks_Run20220408
ICOE1569,ICOE1569,Calvert-West Beach,Calvert-West Beach,Marine,Central Coast,Central Coast,Nearshore,"Nearshore Intertidal Site, cove at N. end of West Beach, Calvert Island","rocky shoreline, sheltered cove/beach",Hakai,2021_8_8,2021,8,8,51.6574481,-128.1489274,CalvertWestBeach_2021_8_8,Sample,ICOE1566,ICOXN095,PCR_NEG4_11_12_13,2021-10-07,13,12S_ICO_Plates11_12_13_blks_Run20220408